order_id,customer_id,restaurant_id,cost,rating,food_preparation_time,delivery_time,total_time,expected_total_time,delivery_delay,order_hour,time_of_day,peak_hour_flag,traffic_level,delay_category,day_of_the_week,distance_km,speed_kmph,delivery_person_id
1476586,173667,46,8.88,5.0,34,26,60,52.0,8.0,10,Morning,0,High,Slightly Delayed,Weekend,11.89,34.4,23
1477951,242689,56,13.92,5.0,34,23,57,52.0,5.0,11,Morning,1,Medium,On Time,Weekend,8.42,19.7,24
1477472,67845,17,29.34,5.0,27,29,56,52.0,4.0,10,Morning,0,High,On Time,Weekend,13.2,38.5,25
1476738,233614,70,22.36,5.0,33,25,58,52.0,6.0,23,Night,0,Medium,Slightly Delayed,Weekend,2.56,18.6,26
1477445,97079,80,5.77,5.0,27,29,56,52.0,4.0,8,Morning,0,High,On Time,Weekend,5.87,26.5,27
1477738,97346,46,12.13,5.0,22,26,48,52.0,-4.0,23,Night,0,High,On Time,Weekend,1.68,24.0,28
1477403,87603,60,6.69,4.0,27,27,54,52.0,2.0,8,Morning,0,High,On Time,Weekend,7.36,39.3,29
1477392,203370,32,15.57,4.0,31,20,51,52.0,-1.0,19,Evening,1,Medium,On Time,Weekend,4.27,36.3,30
1476877,53289,108,4.66,5.0,34,25,59,52.0,7.0,19,Evening,1,Medium,Slightly Delayed,Weekend,6.56,44.9,31
1477877,360844,33,19.35,5.0,33,18,51,52.0,-1.0,21,Night,1,Medium,On Time,Weekend,10.73,23.1,32
1477586,84087,60,8.78,5.0,34,33,67,52.0,15.0,20,Evening,1,Jam,Slightly Delayed,Weekday,2.67,17.6,33
1477936,133202,18,9.17,5.0,27,29,56,52.0,4.0,21,Night,1,High,On Time,Weekend,2.13,41.7,34
1478209,63141,15,29.1,5.0,23,28,51,52.0,-1.0,12,Afternoon,1,High,On Time,Weekend,13.4,23.5,35
1477643,139827,17,5.77,4.0,33,28,61,52.0,9.0,13,Afternoon,1,High,Slightly Delayed,Weekend,10.6,18.8,36
1477809,148499,110,24.25,5.0,23,25,48,52.0,-4.0,10,Morning,0,Medium,On Time,Weekend,4.24,41.1,37
1478380,110091,60,9.41,5.0,30,32,62,52.0,10.0,19,Evening,1,High,Slightly Delayed,Weekday,2.98,24.1,38
1477516,52256,49,29.15,5.0,31,19,50,52.0,-2.0,16,Afternoon,0,Medium,On Time,Weekend,10.66,22.2,39
1476915,142273,72,15.57,5.0,29,27,56,52.0,4.0,12,Afternoon,1,High,On Time,Weekend,3.25,20.1,40
1478109,87006,45,11.59,5.0,26,24,50,52.0,-2.0,15,Afternoon,0,Medium,On Time,Weekend,14.53,37.0,41
1476914,141445,29,16.3,3.0,26,23,49,52.0,-3.0,20,Evening,1,Medium,On Time,Weekend,11.6,42.1,42
1477463,66505,40,12.18,5.0,25,30,55,52.0,3.0,8,Morning,0,High,On Time,Weekday,12.1,33.7,43
1477521,113972,17,12.08,5.0,21,26,47,52.0,-5.0,21,Night,1,High,Early,Weekday,10.35,26.0,44
1477427,291891,25,17.03,5.0,24,22,46,52.0,-6.0,12,Afternoon,1,Medium,Early,Weekend,3.2,36.0,45
1476944,105614,111,8.54,3.0,27,25,52,52.0,0.0,22,Night,0,Medium,On Time,Weekday,3.97,36.6,46
1477929,87006,45,6.74,5.0,31,29,60,52.0,8.0,10,Morning,0,High,Slightly Delayed,Weekend,10.51,26.6,47
1477220,41249,112,32.93,5.0,35,19,54,52.0,2.0,19,Evening,1,Medium,On Time,Weekend,4.92,17.7,48
1476866,42018,18,12.18,5.0,34,32,66,52.0,14.0,8,Morning,0,High,Slightly Delayed,Weekday,7.79,36.1,49
1477037,79215,18,12.23,3.0,33,21,54,52.0,2.0,11,Morning,1,Medium,On Time,Weekend,12.92,23.5,50
1477495,92806,15,14.94,5.0,33,31,64,52.0,12.0,22,Night,0,High,Slightly Delayed,Weekday,10.98,29.0,1
1477248,349123,15,12.95,5.0,20,30,50,52.0,-2.0,20,Evening,1,High,On Time,Weekday,12.25,18.7,2
1476740,60873,39,25.17,4.0,31,25,56,52.0,4.0,12,Afternoon,1,Medium,On Time,Weekday,10.93,29.4,3
1477238,87727,18,13.87,5.0,28,28,56,52.0,4.0,23,Night,0,High,On Time,Weekend,11.88,17.6,4
1478052,77544,15,24.3,4.0,35,16,51,52.0,-1.0,14,Afternoon,1,Low,On Time,Weekend,5.26,25.2,5
1477130,365469,113,14.16,4.0,22,16,38,52.0,-14.0,8,Morning,0,Low,Early,Weekend,4.67,31.3,6
1477856,143984,88,25.17,3.0,31,15,46,52.0,-6.0,23,Night,0,Low,Early,Weekend,6.69,29.8,7
1477592,87357,15,31.43,5.0,30,19,49,52.0,-3.0,10,Morning,0,Medium,On Time,Weekend,13.06,31.9,8
1477659,54093,15,13.0,5.0,20,18,38,52.0,-14.0,23,Night,0,Medium,Early,Weekend,6.27,22.4,9
1477661,122852,4,24.2,5.0,28,29,57,52.0,5.0,9,Morning,0,High,On Time,Weekend,3.95,31.7,10
1477230,284455,15,12.66,5.0,35,24,59,52.0,7.0,16,Afternoon,0,Medium,Slightly Delayed,Weekend,7.15,30.8,11
1476624,117810,59,6.84,5.0,21,24,45,52.0,-7.0,17,Evening,0,Medium,Early,Weekday,10.11,21.4,12
1477832,100778,114,15.86,5.0,34,25,59,52.0,7.0,22,Night,0,Medium,Slightly Delayed,Weekend,5.57,23.5,13
1477749,362842,3,9.75,5.0,34,30,64,52.0,12.0,13,Afternoon,1,High,Slightly Delayed,Weekday,1.49,44.9,14
1478037,97346,95,7.61,5.0,23,26,49,52.0,-3.0,17,Evening,0,High,On Time,Weekend,7.69,26.6,15
1477109,208020,24,29.05,5.0,21,23,44,52.0,-8.0,10,Morning,0,Medium,Early,Weekend,13.66,27.5,16
1476902,165110,98,22.31,5.0,22,15,37,52.0,-15.0,15,Afternoon,0,Low,Early,Weekend,1.51,36.9,17
1476916,52832,115,15.72,4.0,23,28,51,52.0,-1.0,21,Night,1,High,On Time,Weekend,11.46,35.7,18
1476703,405334,28,25.22,5.0,26,16,42,52.0,-10.0,15,Afternoon,0,Low,Early,Weekend,9.61,39.5,19
1477785,77306,52,24.3,4.0,32,29,61,52.0,9.0,9,Morning,0,High,Slightly Delayed,Weekend,3.51,39.9,20
1476650,88201,104,8.35,5.0,29,23,52,52.0,0.0,23,Night,0,Medium,On Time,Weekend,3.64,21.6,21
1476643,88185,59,22.85,4.0,32,17,49,52.0,-3.0,22,Night,0,Low,On Time,Weekend,10.58,33.1,22
1477371,369452,116,29.15,5.0,29,30,59,52.0,7.0,13,Afternoon,1,High,Slightly Delayed,Weekend,3.28,24.1,23
1476994,141576,42,19.35,5.0,23,28,51,52.0,-1.0,14,Afternoon,1,High,On Time,Weekday,14.05,39.4,24
1476934,126134,39,32.93,3.0,21,16,37,52.0,-15.0,9,Morning,0,Low,Early,Weekend,4.19,31.4,25
1476954,97370,59,14.21,5.0,24,30,54,52.0,2.0,22,Night,0,High,On Time,Weekend,5.54,28.9,26
1478160,52832,80,15.86,5.0,28,28,56,52.0,4.0,18,Evening,1,High,On Time,Weekday,4.61,35.2,27
1478228,86233,28,15.28,4.0,33,22,55,52.0,3.0,17,Evening,0,Medium,On Time,Weekend,7.45,27.8,28
1478002,348096,60,12.13,5.0,34,16,50,52.0,-2.0,9,Morning,0,Low,On Time,Weekend,14.86,33.0,29
1478112,232542,60,22.36,4.0,35,21,56,52.0,4.0,17,Evening,0,Medium,On Time,Weekend,6.96,25.7,30
1478114,237616,15,5.68,5.0,26,18,44,52.0,-8.0,8,Morning,0,Medium,Early,Weekend,8.41,43.4,31
1477400,68775,96,29.15,4.0,22,17,39,52.0,-13.0,15,Afternoon,0,Low,Early,Weekend,10.79,22.0,32
1478274,374826,83,22.8,4.0,25,21,46,52.0,-6.0,8,Morning,0,Medium,Early,Weekend,1.18,43.0,33
1477804,381020,60,19.45,5.0,21,19,40,52.0,-12.0,16,Afternoon,0,Medium,Early,Weekend,7.9,44.4,34
1477572,150865,89,15.52,5.0,20,23,43,52.0,-9.0,18,Evening,1,Medium,Early,Weekend,3.17,21.9,35
1476904,60845,18,25.27,3.0,20,20,40,52.0,-12.0,13,Afternoon,1,Medium,Early,Weekend,13.47,32.5,36
1477336,94480,60,32.93,5.0,34,29,63,52.0,11.0,23,Night,0,High,Slightly Delayed,Weekend,3.74,19.5,37
1476929,61181,76,24.2,5.0,28,17,45,52.0,-7.0,14,Afternoon,1,Low,Early,Weekend,13.25,27.0,38
1477812,93505,53,24.2,5.0,31,15,46,52.0,-6.0,20,Evening,1,Low,Early,Weekend,9.72,21.7,39
1477210,182080,15,14.65,5.0,26,33,59,52.0,7.0,17,Evening,0,Jam,Slightly Delayed,Weekday,9.52,18.1,40
1477873,370053,15,12.08,3.0,29,24,53,52.0,1.0,14,Afternoon,1,Medium,On Time,Weekend,1.43,33.0,41
1477858,60052,53,5.77,5.0,27,21,48,52.0,-4.0,17,Evening,0,Medium,On Time,Weekend,4.7,27.2,42
1477788,270444,85,4.71,5.0,23,15,38,52.0,-14.0,10,Morning,0,Low,Early,Weekend,4.48,27.4,43
1476711,106968,4,8.78,5.0,22,26,48,52.0,-4.0,9,Morning,0,High,On Time,Weekend,13.35,44.6,44
1477997,186473,2,12.23,3.0,34,25,59,52.0,7.0,16,Afternoon,0,Medium,Slightly Delayed,Weekend,8.34,34.4,45
1477523,53503,33,12.23,4.0,21,21,42,52.0,-10.0,15,Afternoon,0,Medium,Early,Weekend,9.24,25.6,46
1476572,356195,4,29.15,5.0,20,29,49,52.0,-3.0,20,Evening,1,High,On Time,Weekday,4.21,44.3,47
1476895,105460,97,13.1,5.0,22,18,40,52.0,-12.0,19,Evening,1,Medium,Early,Weekend,1.67,33.7,48
1478236,121905,32,22.26,4.0,21,21,42,52.0,-10.0,17,Evening,0,Medium,Early,Weekend,6.1,23.3,49
1476628,70456,29,12.56,5.0,32,28,60,52.0,8.0,14,Afternoon,1,High,Slightly Delayed,Weekday,5.52,43.9,50
1476927,62626,24,13.05,5.0,24,22,46,52.0,-6.0,16,Afternoon,0,Medium,Early,Weekend,9.51,19.9,1
1477547,242754,53,13.92,5.0,29,27,56,52.0,4.0,11,Morning,1,High,On Time,Weekend,10.29,34.0,2
1478349,229946,61,21.39,5.0,35,29,64,52.0,12.0,20,Evening,1,High,Slightly Delayed,Weekend,7.53,21.2,3
1477850,216438,18,29.25,5.0,33,17,50,52.0,-2.0,11,Morning,1,Low,On Time,Weekend,3.61,40.5,4
1478048,101202,97,12.18,4.0,35,15,50,52.0,-2.0,8,Morning,0,Low,On Time,Weekend,11.33,15.1,5
1477133,175290,15,12.18,5.0,26,25,51,52.0,-1.0,15,Afternoon,0,Medium,On Time,Weekend,3.27,33.1,6
1476746,201471,87,12.66,5.0,21,15,36,52.0,-16.0,23,Night,0,Low,Early,Weekend,2.93,24.1,7
1477724,80531,17,12.18,5.0,24,27,51,52.0,-1.0,21,Night,1,High,On Time,Weekend,5.17,30.6,8
1476911,74707,55,8.63,4.0,21,22,43,52.0,-9.0,23,Night,0,Medium,Early,Weekend,8.32,22.6,9
1478292,334373,6,12.18,5.0,26,30,56,52.0,4.0,21,Night,1,High,On Time,Weekend,8.5,38.6,10
1478024,241719,96,14.12,5.0,21,29,50,52.0,-2.0,19,Evening,1,High,On Time,Weekend,8.33,39.0,11
1478281,58898,18,16.93,4.0,30,25,55,52.0,3.0,10,Morning,0,Medium,On Time,Weekend,5.98,37.0,12
1478009,379538,29,6.79,3.0,21,30,51,52.0,-1.0,14,Afternoon,1,High,On Time,Weekend,13.94,26.9,13
1476898,174437,49,29.2,5.0,26,30,56,52.0,4.0,22,Night,0,High,On Time,Weekend,9.65,23.2,14
1477285,325285,33,14.02,5.0,25,26,51,52.0,-1.0,19,Evening,1,High,On Time,Weekday,10.0,21.9,15
1478335,84502,45,25.17,4.0,31,29,60,52.0,8.0,9,Morning,0,High,Slightly Delayed,Weekend,14.55,42.2,16
1477934,60052,33,12.61,5.0,28,21,49,52.0,-3.0,9,Morning,0,Medium,On Time,Weekend,3.99,42.8,17
1476645,140477,117,13.68,5.0,20,20,40,52.0,-12.0,23,Night,0,Medium,Early,Weekend,9.85,37.6,18
1477450,79215,18,11.93,3.0,24,21,45,52.0,-7.0,14,Afternoon,1,Medium,Early,Weekend,7.26,20.7,19
1477657,177078,86,13.97,5.0,28,29,57,52.0,5.0,22,Night,0,High,On Time,Weekend,7.54,44.3,20
1478135,276431,60,14.02,5.0,20,27,47,52.0,-5.0,13,Afternoon,1,High,Early,Weekday,6.58,43.8,21
1477254,58898,18,8.1,5.0,35,18,53,52.0,1.0,10,Morning,0,Medium,On Time,Weekend,6.38,30.5,22
1477705,60397,39,12.18,3.0,33,23,56,52.0,4.0,16,Afternoon,0,Medium,On Time,Weekend,11.47,33.6,23
1477814,62359,13,35.41,4.0,21,29,50,52.0,-2.0,17,Evening,0,High,On Time,Weekday,4.95,28.4,24
1478059,53947,118,8.78,5.0,25,15,40,52.0,-12.0,22,Night,0,Low,Early,Weekend,3.3,42.3,25
1478192,54365,15,16.25,5.0,27,23,50,52.0,-2.0,21,Night,1,Medium,On Time,Weekend,3.86,33.8,26
1477743,104130,18,6.64,5.0,23,15,38,52.0,-14.0,20,Evening,1,Low,Early,Weekend,14.42,44.3,27
1477203,60138,60,15.86,5.0,29,26,55,52.0,3.0,13,Afternoon,1,High,On Time,Weekday,6.59,36.8,28
1477292,386766,29,17.03,3.0,21,27,48,52.0,-4.0,17,Evening,0,High,On Time,Weekday,8.64,32.8,29
1477178,47440,55,24.2,4.0,23,23,46,52.0,-6.0,17,Evening,0,Medium,Early,Weekend,9.37,40.3,30
1478283,167986,104,8.25,3.0,34,33,67,52.0,15.0,13,Afternoon,1,Jam,Slightly Delayed,Weekday,6.18,20.5,31
1477321,89844,19,12.08,5.0,20,18,38,52.0,-14.0,8,Morning,0,Medium,Early,Weekend,9.08,29.6,32
1477322,355592,62,12.13,5.0,27,25,52,52.0,0.0,11,Morning,1,Medium,On Time,Weekend,1.26,26.0,33
1477879,362961,87,16.49,4.0,30,28,58,52.0,6.0,17,Evening,0,High,Slightly Delayed,Weekend,6.48,33.8,34
1476741,318095,2,6.79,5.0,32,30,62,52.0,10.0,13,Afternoon,1,High,Slightly Delayed,Weekend,11.53,33.7,35
1478303,72639,16,10.72,5.0,30,26,56,52.0,4.0,22,Night,0,High,On Time,Weekday,9.8,21.4,36
1476647,294246,71,19.35,5.0,29,29,58,52.0,6.0,13,Afternoon,1,High,Slightly Delayed,Weekend,4.75,42.6,37
1476669,142677,119,8.73,5.0,30,28,58,52.0,6.0,18,Evening,1,High,Slightly Delayed,Weekend,4.99,21.1,38
1477049,175101,28,9.65,4.0,25,18,43,52.0,-9.0,19,Evening,1,Medium,Early,Weekend,6.86,24.1,39
1477602,320493,77,16.78,5.0,27,29,56,52.0,4.0,12,Afternoon,1,High,On Time,Weekend,5.9,42.1,40
1477088,129486,40,12.61,4.0,21,17,38,52.0,-14.0,8,Morning,0,Low,Early,Weekend,6.23,29.9,41
1476964,81405,33,24.25,5.0,29,22,51,52.0,-1.0,15,Afternoon,0,Medium,On Time,Weekend,14.34,30.3,42
1477981,154464,43,11.16,4.0,24,20,44,52.0,-8.0,12,Afternoon,1,Medium,Early,Weekend,2.45,20.8,43
1476717,151191,57,20.18,5.0,23,25,48,52.0,-4.0,19,Evening,1,Medium,On Time,Weekday,10.66,33.6,44
1477851,66373,2,32.93,4.0,21,19,40,52.0,-12.0,19,Evening,1,Medium,Early,Weekend,7.27,15.7,45
1478063,367093,29,15.86,5.0,30,24,54,52.0,2.0,19,Evening,1,Medium,On Time,Weekday,14.38,43.0,46
1477636,94909,29,12.13,4.0,29,26,55,52.0,3.0,12,Afternoon,1,High,On Time,Weekend,11.54,30.8,47
1477763,111356,18,13.87,5.0,31,30,61,52.0,9.0,14,Afternoon,1,High,Slightly Delayed,Weekday,9.09,33.1,48
1477944,70564,53,14.12,3.0,26,27,53,52.0,1.0,11,Morning,1,High,On Time,Weekday,2.37,35.9,49
1478073,121686,28,24.25,4.0,22,21,43,52.0,-9.0,13,Afternoon,1,Medium,Early,Weekend,8.19,32.9,50
1478357,142356,18,14.07,5.0,35,29,64,52.0,12.0,20,Evening,1,High,Slightly Delayed,Weekday,12.2,23.6,1
1478055,7567,69,5.58,5.0,35,30,65,52.0,13.0,23,Night,0,High,Slightly Delayed,Weekend,6.54,23.0,2
1476815,39029,41,13.63,5.0,25,24,49,52.0,-3.0,11,Morning,1,Medium,On Time,Weekend,12.89,21.8,3
1477019,62359,17,15.52,5.0,30,18,48,52.0,-4.0,21,Night,1,Medium,On Time,Weekend,12.11,19.1,4
1477159,283310,15,8.73,5.0,35,17,52,52.0,0.0,22,Night,0,Low,On Time,Weekend,7.25,24.0,5
1478409,151333,103,25.27,5.0,27,30,57,52.0,5.0,10,Morning,0,High,On Time,Weekend,14.74,23.5,6
1477471,103147,120,29.54,5.0,34,28,62,52.0,10.0,14,Afternoon,1,High,Slightly Delayed,Weekend,11.32,21.6,7
1476747,115213,121,9.22,5.0,30,32,62,52.0,10.0,15,Afternoon,0,High,Slightly Delayed,Weekday,9.78,35.7,8
1477165,128600,4,15.33,5.0,23,15,38,52.0,-14.0,11,Morning,1,Low,Early,Weekend,10.08,42.9,9
1477378,115610,6,12.13,5.0,35,20,55,52.0,3.0,23,Night,0,Medium,On Time,Weekend,3.51,15.2,10
1476803,73873,49,14.02,5.0,24,15,39,52.0,-13.0,20,Evening,1,Low,Early,Weekend,2.01,37.8,11
1477792,270525,88,8.39,5.0,20,31,51,52.0,-1.0,9,Morning,0,High,On Time,Weekday,7.04,27.6,12
1478331,42424,49,12.13,5.0,33,27,60,52.0,8.0,19,Evening,1,High,Slightly Delayed,Weekend,12.41,36.1,13
1478319,84087,60,16.49,3.0,22,28,50,52.0,-2.0,17,Evening,0,High,On Time,Weekend,13.61,34.4,14
1477090,54081,46,9.22,4.0,29,33,62,52.0,10.0,21,Night,1,Jam,Slightly Delayed,Weekday,12.81,24.8,15
1477623,41136,60,19.35,5.0,27,20,47,52.0,-5.0,10,Morning,0,Medium,Early,Weekend,6.26,44.5,16
1477098,304509,33,22.8,5.0,33,33,66,52.0,14.0,8,Morning,0,Jam,Slightly Delayed,Weekday,11.6,27.5,17
1477399,378482,15,29.49,5.0,34,24,58,52.0,6.0,15,Afternoon,0,Medium,Slightly Delayed,Weekend,10.27,21.7,18
1476649,38116,122,16.93,5.0,33,21,54,52.0,2.0,22,Night,0,Medium,On Time,Weekend,11.29,39.9,19
1478288,58231,123,29.1,5.0,31,23,54,52.0,2.0,10,Morning,0,Medium,On Time,Weekend,13.34,40.7,20
1477719,367051,17,15.04,3.0,35,25,60,52.0,8.0,19,Evening,1,Medium,Slightly Delayed,Weekend,7.23,18.3,21
1477816,187187,59,11.59,3.0,24,29,53,52.0,1.0,17,Evening,0,High,On Time,Weekend,12.26,32.2,22
1477777,73175,37,31.43,5.0,25,28,53,52.0,1.0,14,Afternoon,1,High,On Time,Weekday,14.83,41.3,23
1476637,49695,4,18.24,5.0,21,16,37,52.0,-15.0,17,Evening,0,Low,Early,Weekend,12.21,24.7,24
1477349,52327,45,4.47,5.0,28,26,54,52.0,2.0,12,Afternoon,1,High,On Time,Weekend,2.57,16.9,25
1478222,370656,77,8.98,5.0,20,20,40,52.0,-12.0,17,Evening,0,Medium,Early,Weekend,2.72,34.2,26
1476774,114400,15,29.39,5.0,23,33,56,52.0,4.0,12,Afternoon,1,Jam,On Time,Weekday,12.72,39.9,27
1478421,59673,124,15.71,5.0,27,26,53,52.0,1.0,21,Night,1,High,On Time,Weekday,11.0,21.0,28
1476775,66636,15,29.1,5.0,29,31,60,52.0,8.0,14,Afternoon,1,High,Slightly Delayed,Weekday,14.43,34.9,29
1478087,96921,55,8.39,3.0,27,30,57,52.0,5.0,22,Night,0,High,On Time,Weekend,3.93,33.0,30
1476710,65009,2,8.93,5.0,28,18,46,52.0,-6.0,16,Afternoon,0,Medium,Early,Weekend,8.52,17.5,31
1478395,283052,49,13.0,4.0,32,22,54,52.0,2.0,19,Evening,1,Medium,On Time,Weekend,5.1,21.9,32
1478265,52832,94,16.06,5.0,35,19,54,52.0,2.0,12,Afternoon,1,Medium,On Time,Weekend,7.14,33.7,33
1476625,348352,125,6.69,5.0,20,28,48,52.0,-4.0,8,Morning,0,High,On Time,Weekday,3.72,43.2,34
1477413,325272,15,16.1,5.0,28,24,52,52.0,0.0,17,Evening,0,Medium,On Time,Weekend,2.16,37.4,35
1477485,165695,39,6.69,5.0,21,16,37,52.0,-15.0,17,Evening,0,Low,Early,Weekend,11.95,29.4,36
1476708,126026,45,9.51,5.0,25,29,54,52.0,2.0,8,Morning,0,High,On Time,Weekend,9.24,21.2,37
1477168,352130,28,12.08,5.0,24,30,54,52.0,2.0,22,Night,0,High,On Time,Weekend,3.6,15.3,38
1476872,42018,18,5.82,5.0,27,28,55,52.0,3.0,9,Morning,0,High,On Time,Weekday,1.87,19.6,39
1477161,263426,45,9.41,5.0,32,30,62,52.0,10.0,23,Night,0,High,Slightly Delayed,Weekend,13.24,19.6,40
1477799,399520,100,14.07,5.0,28,28,56,52.0,4.0,21,Night,1,High,On Time,Weekday,7.56,32.0,41
1477309,64151,53,22.8,5.0,32,27,59,52.0,7.0,13,Afternoon,1,High,Slightly Delayed,Weekday,8.82,25.0,42
1478132,74762,34,12.23,5.0,26,25,51,52.0,-1.0,23,Night,0,Medium,On Time,Weekday,1.53,26.6,43
1477456,124085,42,15.91,5.0,31,16,47,52.0,-5.0,16,Afternoon,0,Low,Early,Weekend,4.39,21.4,44
1477678,102085,22,9.61,5.0,26,30,56,52.0,4.0,15,Afternoon,0,High,On Time,Weekend,5.89,17.9,45
1477428,77857,15,8.0,4.0,24,30,54,52.0,2.0,20,Evening,1,High,On Time,Weekend,10.71,35.3,46
1477359,373285,17,12.08,5.0,21,24,45,52.0,-7.0,12,Afternoon,1,Medium,Early,Weekend,5.13,28.1,47
1477542,59673,15,12.08,5.0,27,27,54,52.0,2.0,8,Morning,0,High,On Time,Weekday,2.23,24.6,48
1477945,63096,53,14.12,5.0,33,15,48,52.0,-4.0,23,Night,0,Low,On Time,Weekend,5.59,41.5,49
1477211,304365,99,21.93,5.0,25,27,52,52.0,0.0,20,Evening,1,High,On Time,Weekend,1.84,31.5,50
1477315,176622,21,15.91,5.0,32,15,47,52.0,-5.0,14,Afternoon,1,Low,Early,Weekend,12.95,40.8,1
1478058,200631,67,7.38,4.0,24,29,53,52.0,1.0,23,Night,0,High,On Time,Weekday,4.48,34.7,2
1476678,91817,15,21.39,4.0,28,18,46,52.0,-6.0,22,Night,0,Medium,Early,Weekend,6.2,36.8,3
1478363,138024,126,29.25,4.0,23,21,44,52.0,-8.0,12,Afternoon,1,Medium,Early,Weekend,13.3,19.2,4
1477288,47879,127,13.19,5.0,22,28,50,52.0,-2.0,13,Afternoon,1,High,On Time,Weekday,6.3,32.7,5
1478350,132753,77,15.57,5.0,33,28,61,52.0,9.0,20,Evening,1,High,Slightly Delayed,Weekend,2.63,39.1,6
1477651,404649,29,19.45,5.0,28,28,56,52.0,4.0,14,Afternoon,1,High,On Time,Weekday,14.86,32.2,7
1476977,41246,15,25.17,5.0,27,26,53,52.0,1.0,10,Morning,0,High,On Time,Weekend,8.04,40.1,8
1477544,113972,17,19.35,4.0,31,15,46,52.0,-6.0,19,Evening,1,Low,Early,Weekend,7.48,15.9,9
1477487,209552,28,12.61,5.0,32,24,56,52.0,4.0,17,Evening,0,Medium,On Time,Weekend,6.77,31.5,10
1477187,353331,32,12.13,5.0,34,19,53,52.0,1.0,23,Night,0,Medium,On Time,Weekend,9.03,35.3,11
1478387,70564,39,12.08,5.0,30,19,49,52.0,-3.0,10,Morning,0,Medium,On Time,Weekend,13.78,34.3,12
1476955,70001,5,12.08,5.0,23,32,55,52.0,3.0,12,Afternoon,1,High,On Time,Weekday,11.27,39.2,13
1476673,83287,2,9.51,5.0,35,21,56,52.0,4.0,13,Afternoon,1,Medium,On Time,Weekend,6.59,42.5,14
1476909,366975,42,4.85,5.0,20,21,41,52.0,-11.0,16,Afternoon,0,Medium,Early,Weekend,7.74,32.2,15
1478204,64153,4,14.07,4.0,34,24,58,52.0,6.0,20,Evening,1,Medium,Slightly Delayed,Weekday,14.54,36.3,16
1476613,65561,32,29.1,5.0,24,28,52,52.0,0.0,21,Night,1,High,On Time,Weekend,3.21,20.8,17
1476739,290266,128,25.22,5.0,23,20,43,52.0,-9.0,19,Evening,1,Medium,Early,Weekend,12.2,38.0,18
1476617,53513,60,31.33,3.0,30,15,45,52.0,-7.0,12,Afternoon,1,Low,Early,Weekend,12.57,43.9,19
1477563,385426,15,17.03,5.0,35,32,67,52.0,15.0,22,Night,0,High,Slightly Delayed,Weekday,4.84,36.5,20
1477302,52832,129,12.23,5.0,32,20,52,52.0,0.0,8,Morning,0,Medium,On Time,Weekend,3.11,30.3,21
1478217,62161,6,6.07,4.0,30,17,47,52.0,-5.0,21,Night,1,Low,Early,Weekend,10.44,44.2,22
1478341,254913,15,10.82,4.0,34,20,54,52.0,2.0,21,Night,1,Medium,On Time,Weekend,1.74,37.5,23
1477200,289597,49,9.51,5.0,24,27,51,52.0,-1.0,21,Night,1,High,On Time,Weekday,7.31,15.7,24
1476982,47440,55,8.73,5.0,21,19,40,52.0,-12.0,11,Morning,1,Medium,Early,Weekend,8.54,40.8,25
1478367,100999,2,12.23,5.0,26,26,52,52.0,0.0,12,Afternoon,1,High,On Time,Weekday,11.44,26.2,26
1477852,74412,95,32.98,5.0,30,28,58,52.0,6.0,19,Evening,1,High,Slightly Delayed,Weekend,9.29,35.6,27
1477325,54110,29,19.35,4.0,23,26,49,52.0,-3.0,23,Night,0,High,On Time,Weekday,4.67,24.5,28
1477524,236739,52,19.45,5.0,28,18,46,52.0,-6.0,17,Evening,0,Medium,Early,Weekend,12.86,22.5,29
1477430,182252,65,6.26,5.0,31,26,57,52.0,5.0,17,Evening,0,High,On Time,Weekday,12.59,15.8,30
1477197,345062,130,12.61,5.0,34,22,56,52.0,4.0,23,Night,0,Medium,On Time,Weekend,11.24,35.8,31
1476763,142170,33,13.1,4.0,26,22,48,52.0,-4.0,12,Afternoon,1,Medium,On Time,Weekend,3.62,18.6,32
1476893,164131,131,14.07,5.0,22,27,49,52.0,-3.0,14,Afternoon,1,High,On Time,Weekend,3.17,21.7,33
1476884,167828,15,15.57,5.0,35,18,53,52.0,1.0,11,Morning,1,Medium,On Time,Weekend,6.1,24.6,34
1477693,67345,55,13.05,4.0,31,30,61,52.0,9.0,8,Morning,0,High,Slightly Delayed,Weekend,7.93,20.9,35
1478170,208186,2,16.44,5.0,32,23,55,52.0,3.0,21,Night,1,Medium,On Time,Weekend,1.7,30.2,36
1477676,78939,18,8.54,5.0,34,25,59,52.0,7.0,21,Night,1,Medium,Slightly Delayed,Weekend,9.06,26.3,37
1477637,227992,45,12.13,5.0,28,16,44,52.0,-8.0,12,Afternoon,1,Low,Early,Weekend,4.76,42.1,38
1477922,304587,43,33.03,5.0,25,18,43,52.0,-9.0,14,Afternoon,1,Medium,Early,Weekend,11.82,34.6,39
1478151,62941,132,5.92,5.0,35,30,65,52.0,13.0,17,Evening,0,High,Slightly Delayed,Weekend,5.36,29.4,40
1477219,389155,60,32.98,3.0,23,25,48,52.0,-4.0,17,Evening,0,Medium,On Time,Weekday,3.36,36.3,41
1478018,304112,15,16.25,5.0,27,31,58,52.0,6.0,13,Afternoon,1,High,Slightly Delayed,Weekday,5.7,18.8,42
1477998,90113,18,29.1,5.0,20,16,36,52.0,-16.0,12,Afternoon,1,Low,Early,Weekend,12.05,27.6,43
