Delivery_person_Age,Delivery_person_Ratings,distance,Time_taken_min,order_hour,time_of_day,peak_hour_flag,traffic_level
23,4.7,17.098804215243057,37,14,Afternoon,1,Jam
21,4.8,12.46388811675802,16,15,Afternoon,0,Low
38,4.8,3.1055339788857887,16,17,Evening,0,Low
38,4.7,4.674172124263596,30,21,Night,1,High
26,4.8,10.642292301678223,37,16,Afternoon,0,Jam
31,4.7,4.5966320417596735,17,23,Night,0,Low
35,4.8,6.050438648835256,23,19,Evening,1,Medium
25,4.7,12.465199139447057,11,22,Night,0,Low
27,4.6,13.990192142065474,33,17,Evening,0,High
34,4.5,19.68832433575181,49,10,Morning,0,Jam
26,4.5,1.5204709334102882,22,9,Morning,0,Medium
28,5.0,6.049993267691926,24,22,Night,0,Medium
30,4.5,17.097524927197277,25,11,Morning,1,Medium
28,4.7,12.257003121920835,23,11,Morning,1,Medium
26,4.9,6.1282497979816,17,20,Evening,1,Low
34,4.1,9.054052950169236,32,22,Night,0,High
29,4.6,18382.19876704226,26,15,Afternoon,0,Medium
34,4.8,6.128419378458112,26,15,Afternoon,0,Medium
20,4.1,6.210137965623703,46,14,Afternoon,1,Jam
31,4.6,4.529646185416041,19,12,Afternoon,1,Medium
32,4.7,10.905970180191469,49,23,Night,0,Jam
28,4.1,19.91468696554527,37,8,Morning,0,Jam
29,4.1,16.609255559078086,33,13,Afternoon,1,High
33,4.0,1.529825358632522,32,8,Morning,0,High
35,4.6,9.314419797614722,32,9,Morning,0,High
34,4.8,8.952959100099301,29,21,Night,1,High
24,4.6,9.055361318454349,18,13,Afternoon,1,Low
24,4.7,6.290134677634678,23,8,Morning,0,Medium
35,4.7,13.768718508386256,26,21,Night,1,Medium
27,4.8,3.040537241644738,11,13,Afternoon,1,Low
23,4.6,12.099354574707204,46,20,Evening,1,Jam
22,4.6,14.15280068944862,21,16,Afternoon,0,Medium
24,4.7,1.5725337292863206,18,13,Afternoon,1,Low
31,4.8,16.902909983696322,47,8,Morning,0,Jam
25,4.5,12.107955561823152,18,20,Evening,1,Low
29,4.6,12.419709768770996,36,22,Night,0,Jam
34,4.9,11.917101549463018,15,16,Afternoon,0,Low
50,6.0,17565.024412199604,27,14,Afternoon,1,High
39,4.6,19.84009982148685,26,18,Evening,1,Medium
20,4.8,2.976598093374338,15,12,Afternoon,1,Low
22,4.9,8.938177476638094,17,14,Afternoon,1,Low
22,4.6,7.60187028254755,12,13,Afternoon,1,Low
37,5.0,7.683608397233463,18,23,Night,0,Low
31,4.2,12.09989696023008,34,15,Afternoon,0,Jam
33,4.5,13.588974754474128,37,15,Afternoon,0,Jam
31,4.5,12.257687886803152,31,21,Night,1,High
38,4.9,10.641495972351644,30,21,Night,1,High
21,4.9,13.989916877276224,18,22,Night,0,Low
39,4.6,10.86747614344571,22,18,Evening,1,Medium
28,4.1,19.76105000353837,33,20,Evening,1,High
22,4.9,12.351118717305004,17,15,Afternoon,0,Low
37,4.3,1.5147927355659148,32,22,Night,0,High
26,4.9,16.903142341180338,40,13,Afternoon,1,Jam
23,4.2,16.818368923733058,38,18,Evening,1,Jam
31,4.6,4.610405794807837,42,9,Morning,0,Jam
30,4.6,3.08789046683249,27,21,Night,1,High
26,4.2,9.055898607911567,37,20,Evening,1,Jam
38,4.7,3.145067434621583,38,8,Morning,0,Jam
28,4.5,11.7201820561121,22,22,Night,0,Medium
23,4.3,9.314419797614722,26,19,Evening,1,Medium
26,4.8,20.25378851608621,17,18,Evening,1,Low
21,5.0,1.558086516247252,13,20,Evening,1,Low
29,4.6,16.60628777835879,31,18,Evening,1,High
32,4.8,6.146925931738674,20,13,Afternoon,1,Medium
29,4.8,4.59653454224411,29,9,Morning,0,High
29,4.1,7.790158927085036,37,22,Night,0,Jam
30,4.8,9.326428318804076,27,18,Evening,1,High
26,4.9,1.509479521226578,19,14,Afternoon,1,Medium
33,4.8,4.656990844808465,24,17,Evening,0,Medium
29,4.6,7.546800541055667,27,9,Morning,0,High
33,4.0,10.428102699087209,43,14,Afternoon,1,Jam
21,4.5,10.427208660422878,17,8,Morning,0,Low
20,3.6,1.5545437335219463,48,18,Evening,1,Jam
30,4.6,7.761768725951301,23,13,Afternoon,1,Medium
29,4.7,7.4502858459465395,18,15,Afternoon,0,Low
29,4.8,4.663344843093999,24,11,Morning,1,Medium
28,4.6,7.547357671334428,23,20,Evening,1,Medium
28,4.7,6.209442398392231,14,9,Morning,0,Low
23,4.9,5.960265171499854,29,22,Night,0,High
27,4.6,1.4880881137148374,16,16,Afternoon,0,Low
25,4.8,10.58659526806034,14,18,Evening,1,Low
26,5.0,4.476514374571422,27,22,Night,0,High
21,4.6,10.723989806656157,24,13,Afternoon,1,Medium
38,3.8,10.704238934519108,37,19,Evening,1,Jam
22,4.9,19.086316709451943,16,9,Morning,0,Low
27,4.2,10.756185975480696,31,12,Afternoon,1,High
20,4.8,6.037544630194731,35,18,Evening,1,Jam
35,4.7,4.657654937060371,25,23,Night,0,Medium
38,4.6,19.659494006264435,46,18,Evening,1,Jam
30,4.8,6.232373004508207,23,14,Afternoon,1,Medium
30,4.4,1.4895293820619868,26,10,Morning,0,Medium
30,4.7,19.976027554946768,16,8,Morning,0,Low
27,4.9,12.099251698245435,26,17,Evening,0,Medium
39,4.6,1.4652500694880737,25,12,Afternoon,1,Medium
29,4.8,10.90714015156803,27,12,Afternoon,1,High
27,4.5,4.717601092054723,19,19,Evening,1,Medium
31,4.9,13.83077993292672,24,14,Afternoon,1,Medium
27,4.6,4.663187802147038,22,13,Afternoon,1,Medium
38,4.9,1.5297232853102505,26,8,Morning,0,Medium
21,4.6,13.612451541412003,26,8,Morning,0,Medium
36,5.0,20.182685858169425,45,19,Evening,1,Jam
21,5.0,5.875003005817924,31,22,Night,0,High
25,4.7,7.763183552897893,21,14,Afternoon,1,Medium
20,4.9,7.761422437275434,21,9,Morning,0,Medium
27,4.9,3.121359676658132,14,23,Night,0,Low
32,4.9,9.31502403899762,25,16,Afternoon,0,Medium
28,5.0,3.027248735926831,10,16,Afternoon,0,Low
34,4.9,7.68415541716563,35,11,Morning,1,Jam
27,4.7,7.862668167410368,13,10,Morning,0,Low
35,4.8,17.07287190639919,30,18,Evening,1,High
38,4.3,16.648004331661927,36,20,Evening,1,Jam
35,4.1,6.232139486668676,33,22,Night,0,High
27,5.0,12.435238152054817,18,15,Afternoon,0,Low
39,5.0,10.86813091566954,27,11,Morning,1,High
33,4.4,19.09000648338952,35,10,Morning,0,Jam
28,3.8,9.178296996538943,46,10,Morning,0,Jam
35,4.7,4.58776137897041,16,21,Night,1,Low
21,4.8,10.906039889040745,22,10,Morning,0,Medium
34,5.0,7.761768725951301,23,8,Morning,0,Medium
25,4.4,6.05882516928704,34,12,Afternoon,1,Jam
23,4.6,1.5101916067115402,17,9,Morning,0,Low
27,5.0,12.464329297636857,24,14,Afternoon,1,Medium
20,5.0,6.209021101535329,21,11,Morning,1,Medium
33,5.0,4.544228016639861,29,9,Morning,0,High
30,4.8,6.218002348694166,47,15,Afternoon,0,Jam
25,4.5,10.64228895373847,26,15,Afternoon,0,Medium
38,4.6,3.1089883297664818,26,8,Morning,0,Medium
25,4.5,6.146683594472918,23,18,Evening,1,Medium
29,4.6,3.145067434621583,17,12,Afternoon,1,Low
33,4.8,20.177913041347885,32,17,Evening,0,High
38,4.9,9.056109430301545,10,9,Morning,0,Low
32,3.7,12.417550916012669,36,16,Afternoon,0,Jam
36,4.6,10.427215010406718,47,18,Evening,1,Jam
22,4.8,7.461062763989567,13,9,Morning,0,Low
37,4.8,5.958965689666703,26,14,Afternoon,1,Medium
21,4.9,12.29259979853271,29,9,Morning,0,High
23,5.0,17.16591503105246,19,9,Morning,0,Medium
24,4.9,13.77076958377082,28,8,Morning,0,High
33,4.8,10.565032566503788,22,19,Evening,1,Medium
26,4.6,17.078029070272784,29,18,Evening,1,High
20,5.0,7.862668167410368,24,20,Evening,1,Medium
30,4.2,13.78906644048547,33,8,Morning,0,High
31,4.7,4.544228016639861,22,16,Afternoon,0,Medium
30,4.9,6.081139317039227,33,9,Morning,0,High
27,4.8,16.72254842071454,39,10,Morning,0,Jam
33,4.9,1.514786139865219,24,22,Night,0,Medium
32,4.6,3.145067434621583,22,20,Evening,1,Medium
25,5.0,3.10480375328542,16,18,Evening,1,Low
32,4.9,1.5093764432903984,15,16,Afternoon,0,Low
31,5.0,7.573467821949986,17,13,Afternoon,1,Low
36,4.6,4.657671710225091,18,13,Afternoon,1,Low
37,4.9,14.15280068944862,29,16,Afternoon,0,High
38,4.7,12.23373531013507,26,14,Afternoon,1,Medium
25,4.7,10.86826282011045,36,10,Morning,0,Jam
33,4.6,14.15280068944862,47,16,Afternoon,0,Jam
31,4.8,10.756895455613956,30,21,Night,1,High
22,4.6,12.293508819559433,27,11,Morning,1,High
36,4.6,6.128363939648328,33,17,Evening,0,High
38,4.8,10.72495612030263,49,10,Morning,0,Jam
28,4.9,9.435201537430713,18,16,Afternoon,0,Low
31,4.9,6.037193175495113,16,10,Morning,0,Low
26,4.9,12.419724873245672,17,22,Night,0,Low
22,4.5,1.4901538808202175,10,8,Morning,0,Low
26,4.8,3.059443338898001,13,20,Evening,1,Low
39,4.6,19.97552008622187,17,17,Evening,0,Low
21,4.6,17.07870639063114,22,18,Evening,1,Medium
22,4.9,16.60097570059501,41,10,Morning,0,Jam
34,4.7,4.674341511233819,26,10,Morning,0,Medium
26,4.6,7.5735286916855955,19,18,Evening,1,Medium
32,4.9,12.463962426994184,42,23,Night,0,Jam
33,4.3,6.0376057117840665,33,12,Afternoon,1,High
20,4.1,10.865776701899591,31,16,Afternoon,0,High
30,4.8,4.56092627806632,34,14,Afternoon,1,Jam
39,4.2,6.290134677634678,35,22,Night,0,Jam
28,4.4,2.976185616575837,27,10,Morning,0,High
31,4.1,12.46442266521164,41,22,Night,0,Jam
29,4.7,11.00773476374462,13,19,Evening,1,Low
36,4.1,9.074836683459448,32,10,Morning,0,High
34,5.0,17.098061238904577,46,11,Morning,1,Jam
31,4.1,14.15280068944862,41,14,Afternoon,1,Jam
32,4.5,10.80698327657668,25,22,Night,0,Medium
35,4.7,11.916705005077912,49,11,Morning,1,Jam
31,4.5,6.127106344248561,16,16,Afternoon,0,Low
27,5.0,10.427235657896192,18,10,Morning,0,Low
35,4.8,12.209836055800576,40,14,Afternoon,1,Jam
37,4.9,6.128804224238824,28,17,Evening,0,High
29,4.6,6.081190891367921,31,16,Afternoon,0,High
31,4.9,3.018826787154069,17,12,Afternoon,1,Low
26,4.9,7.567713368601062,24,11,Morning,1,Medium
32,4.4,4.717601092054723,24,23,Night,0,Medium
36,4.6,6.050355980667544,28,18,Evening,1,High
21,5.0,20.068696929514683,42,19,Evening,1,Jam
21,4.7,9.348552276073129,25,23,Night,0,Medium
31,4.1,12.417550916012669,42,23,Night,0,Jam
36,4.4,10.756415548797492,35,23,Night,0,Jam
37,4.8,9.314976789361037,28,9,Morning,0,High
25,4.2,14.15280068944862,37,12,Afternoon,1,Jam
25,4.5,10.642292301678223,26,10,Morning,0,Medium
27,4.6,16.90260949288213,29,10,Morning,0,High
38,4.9,1.5147885720056022,19,17,Evening,0,Medium
39,4.8,6.2089894502097405,22,14,Afternoon,1,Medium
35,4.9,12.58026782240096,44,19,Evening,1,Jam
37,4.2,10.587815903448728,34,13,Afternoon,1,Jam
38,4.3,16.63674459183079,49,23,Night,0,Jam
27,4.6,13.680927409308628,17,10,Morning,0,Low
22,4.8,1.4651613615191277,16,16,Afternoon,0,Low
34,4.6,16.903050893203687,33,14,Afternoon,1,High
25,4.8,1.5605381560428593,19,15,Afternoon,0,Medium
28,4.5,1.5092307910802,28,11,Morning,1,High
25,5.0,20.20634606758321,36,14,Afternoon,1,Jam
36,4.0,11.916990180555231,45,16,Afternoon,0,Jam
38,5.0,6.058853851668898,25,15,Afternoon,0,Medium
21,4.7,10.7246720867354,16,14,Afternoon,1,Low
25,5.0,10.92456962686083,19,12,Afternoon,1,Medium
21,4.7,4.596576884052145,13,21,Night,1,Low
37,4.9,7.6835568584307055,27,22,Night,0,High
21,5.0,6.14712736591018,37,15,Afternoon,0,Jam
39,4.4,13.680987399156823,35,20,Evening,1,Jam
38,4.7,9.055898607911567,38,15,Afternoon,0,Jam
21,4.6,10.880731284671883,13,11,Morning,1,Low
39,4.4,16.900616226154483,42,19,Evening,1,Jam
32,3.9,12.240858274114183,38,16,Afternoon,0,Jam
38,4.6,3.040863591225636,21,8,Morning,0,Medium
37,4.7,4.537543599594834,16,16,Afternoon,0,Low
34,4.8,9.074836683459448,29,21,Night,1,High
32,4.5,10.756415548797492,49,8,Morning,0,Jam
31,4.8,4.469351491410609,16,21,Night,1,Low
38,4.3,1.552572298857814,33,12,Afternoon,1,High
32,4.7,4.658193607834146,26,13,Afternoon,1,Medium
27,4.1,7.646414103069008,28,17,Evening,0,High
20,4.6,19.36258018346535,22,20,Evening,1,Medium
33,4.2,1.5525398251391471,23,18,Evening,1,Medium
24,4.6,1.5368293119664589,17,20,Evening,1,Low
23,4.6,1.5725337292863206,14,20,Evening,1,Low
29,4.6,4717.31089598915,16,12,Afternoon,1,Low
25,4.6,7.762092914972131,25,20,Evening,1,Medium
22,4.8,1.5545020843143542,23,11,Morning,1,Medium
27,5.0,6.049919555217213,29,12,Afternoon,1,High
36,4.6,4.596439723177868,29,18,Evening,1,High
34,3.4,19.659414837287816,31,19,Evening,1,High
25,4.7,10.70734504040778,25,14,Afternoon,1,Medium
37,4.9,4.469557550709459,27,19,Evening,1,High
24,4.8,19.76238225553241,32,19,Evening,1,High
31,4.6,1.5545625412411683,20,18,Evening,1,Medium
26,4.6,17.077821017428217,18,19,Evening,1,Low
23,4.9,4.5608906580201936,28,20,Evening,1,High
39,4.2,13.58890881742008,36,9,Morning,0,Jam
35,5.0,6.210061176099969,26,18,Evening,1,Medium
39,4.8,4.632302885852763,19,14,Afternoon,1,Medium
26,4.8,4.663600819587713,29,20,Evening,1,High
27,4.5,9.075352487619298,11,16,Afternoon,0,Low
28,4.9,16.601433047700773,26,14,Afternoon,1,Medium
37,4.0,9.31302156464039,33,11,Morning,1,High
25,4.6,13.406350345878923,18,15,Afternoon,0,Low
31,4.6,1.5524064590046618,20,21,Night,1,Medium
27,5.0,12.29350267444076,39,17,Evening,0,Jam
34,4.4,6.120777222727502,33,15,Afternoon,0,High
23,4.9,4.494121436892431,28,16,Afternoon,0,High
28,4.6,1.552572298857814,23,13,Afternoon,1,Medium
36,4.1,12.160999124282352,39,8,Morning,0,Jam
27,4.4,13.971948960174704,33,16,Afternoon,0,High
39,4.6,17.077949437324254,43,16,Afternoon,0,Jam
31,4.2,10.881077849232788,49,8,Morning,0,Jam
32,4.9,20.181172140809643,21,16,Afternoon,0,Medium
36,4.3,17.138295790540273,43,22,Night,0,Jam
20,4.2,12.20988938248342,36,8,Morning,0,Jam
32,4.8,6.290134677634678,17,19,Evening,1,Low
29,4.9,20.17903332454921,16,9,Morning,0,Low
28,4.2,3.0605577730406264,15,13,Afternoon,1,Low
31,3.5,17.07644834661671,44,14,Afternoon,1,Jam
29,4.6,10.75716827731576,28,14,Afternoon,1,High
24,4.6,16.65944057912353,20,23,Night,0,Medium
21,4.4,13.830756172608172,35,13,Afternoon,1,Jam
29,4.6,20.18352972873287,28,15,Afternoon,0,High
38,3.6,10.866716057986824,39,15,Afternoon,0,Jam
22,4.1,16.903814838158304,33,8,Morning,0,High
26,4.7,12.291841945089626,29,16,Afternoon,0,High
30,4.7,9.055860194305817,27,11,Morning,1,High
30,4.1,20.44292976252901,33,11,Morning,1,High
31,4.4,20.18090860124948,35,22,Night,0,Jam
36,5.0,6.037445236368049,19,23,Night,0,Medium
39,4.9,12.100062421151955,22,19,Evening,1,Medium
34,4.7,4.674181485440804,31,16,Afternoon,0,High
24,4.4,13.785027203356574,36,22,Night,0,Jam
20,5.0,20.88781555498713,25,23,Night,0,Medium
39,4.7,19.76008092047381,19,17,Evening,0,Medium
27,4.7,11.916679298853872,29,19,Evening,1,High
26,5.0,5.992261608063029,20,9,Morning,0,Medium
28,4.9,1.5297989528625522,14,19,Evening,1,Low
32,4.6,11.00773476374462,21,18,Evening,1,Medium
33,4.7,12.435689047425893,35,13,Afternoon,1,Jam
33,4.9,1.5126859754650717,21,9,Morning,0,Medium
25,4.8,7.660678233235358,25,16,Afternoon,0,Medium
21,4.7,4.658182488300042,25,19,Evening,1,Medium
33,4.5,13.612393202818415,18,18,Evening,1,Low
20,4.8,17.13807458855237,28,19,Evening,1,High
33,4.3,10.279728368311757,35,22,Night,0,Jam
33,4.2,4.717601092054723,33,20,Evening,1,High
27,4.6,6.081535937183601,10,21,Night,1,Low
29,4.6,12.232070021478457,42,23,Night,0,Jam
28,4.9,12.161069532201594,18,10,Morning,0,Low
33,4.7,17.07679057474322,41,21,Night,1,Jam
22,4.8,17.078934089495423,12,21,Night,1,Low
29,4.6,19.877584031407785,27,18,Evening,1,High
34,4.8,9.055525276451691,27,13,Afternoon,1,High
37,4.6,4.610027010711543,33,10,Morning,0,High
36,4.3,1.520419007277728,32,12,Afternoon,1,High
39,4.7,19.91735935286655,25,10,Morning,0,Medium
23,4.9,4.527997212574592,19,22,Night,0,Medium
22,4.8,4.657619913371996,24,19,Evening,1,Medium
22,4.9,3.1089836948122804,10,20,Evening,1,Low
26,4.9,4.52822500931378,29,15,Afternoon,0,High
38,4.8,17.07649014379418,20,21,Night,1,Medium
34,4.8,5899.347621425843,16,11,Morning,1,Low
22,4.9,7.790426271963726,20,20,Evening,1,Medium
21,5.0,2.984632836691962,13,10,Morning,0,Low
20,4.8,11.00773476374462,13,20,Evening,1,Low
30,3.7,12.58026782240096,35,15,Afternoon,0,Jam
24,4.8,6.218076509101378,20,14,Afternoon,1,Medium
26,5.0,4.540862448362204,19,8,Morning,0,Medium
22,4.6,6.147076220357757,21,10,Morning,0,Medium
27,4.7,7.760937776419154,27,10,Morning,0,High
31,4.7,8.790140670524861,29,11,Morning,1,High
26,4.9,4.610621612645362,18,8,Morning,0,Low
23,4.9,9.059739810572683,15,21,Night,1,Low
27,4.7,1.5545625412411683,14,17,Evening,0,Low
32,4.9,7.546267706957808,28,18,Evening,1,High
32,4.6,13.429469386591656,18,18,Evening,1,Low
30,4.7,3.0736879816308624,27,16,Afternoon,0,High
34,4.6,1.554424975889943,28,9,Morning,0,High
25,4.3,13.97214132886662,38,14,Afternoon,1,Jam
24,4.8,1.51478734593167,24,9,Morning,0,Medium
27,4.6,3.109134414331144,11,22,Night,0,Low
37,4.8,17.07802860149049,36,15,Afternoon,0,Jam
39,4.1,4.469606139374643,33,10,Morning,0,High
37,4.7,1.509479521226578,15,13,Afternoon,1,Low
37,4.6,9.435201537430713,25,20,Evening,1,Medium
30,4.7,10.641042055468636,44,15,Afternoon,0,Jam
29,4.5,3.040893129641149,15,22,Night,0,Low
21,4.6,7.763183552897893,21,12,Afternoon,1,Medium
28,4.9,9.182882169249904,18,14,Afternoon,1,Low
34,4.3,10.75550295962129,33,19,Evening,1,High
21,4.9,12.11693902359298,34,22,Night,0,Jam
38,4.1,9.056672984546305,37,22,Night,0,Jam
24,4.2,1.5525569843008196,27,19,Evening,1,High
22,4.7,4.674324006382012,14,16,Afternoon,0,Low
34,4.7,20.2531013726327,25,21,Night,1,Medium
35,4.6,11.937066310217226,41,23,Night,0,Jam
29,4.6,3.0184094452114985,14,12,Afternoon,1,Low
23,4.8,6.040041980293914,29,19,Evening,1,High
26,4.5,7.862668167410368,27,18,Evening,1,High
29,4.6,6.290134677634678,22,22,Night,0,Medium
20,4.8,12.07361637138158,22,17,Evening,0,Medium
39,4.7,20.18090860124948,29,14,Afternoon,1,High
38,4.8,9.22086597503729,37,15,Afternoon,0,Jam
34,4.7,11.00773476374462,37,18,Evening,1,Jam
24,4.3,12.58026782240096,36,17,Evening,0,Jam
32,4.6,6.242151513820097,31,11,Morning,1,High
22,4.8,3.104799238186696,17,21,Night,1,Low
33,4.7,13.40588385177946,35,15,Afternoon,0,Jam
31,4.9,7.683332672259288,28,15,Afternoon,0,High
27,4.8,16.659974055073732,17,23,Night,0,Low
21,4.5,16.78788895084062,40,8,Morning,0,Jam
28,5.0,1.5368640594154632,11,14,Afternoon,1,Low
26,4.6,12.435238152054817,25,13,Afternoon,1,Medium
26,4.6,7.448412467877719,23,16,Afternoon,0,Medium
35,4.6,7.862668167410368,28,17,Evening,0,High
29,4.8,9.07538735961594,22,15,Afternoon,0,Medium
25,5.0,1.4686334355934356,16,11,Morning,1,Low
24,4.6,7.660895664241893,14,9,Morning,0,Low
29,4.6,7.648690101362567,24,10,Morning,0,Medium
24,4.7,20.44292976252901,30,14,Afternoon,1,High
28,4.8,1.490638044241681,24,16,Afternoon,0,Medium
39,4.2,13.73594217639658,49,19,Evening,1,Jam
34,4.8,1.4922851499514578,29,10,Morning,0,High
28,4.8,6.290134677634678,15,14,Afternoon,1,Low
35,4.6,20.18063511411397,21,17,Evening,0,Medium
22,4.6,6.05040606165864,24,8,Morning,0,Medium
33,4.8,13.830329612968612,35,21,Night,1,Jam
26,4.8,10.6024509428862,19,19,Evening,1,Medium
35,4.8,9.178605957041263,17,10,Morning,0,Low
36,4.9,7.44893737972967,32,9,Morning,0,High
38,4.8,10.58695309692167,30,13,Afternoon,1,High
37,5.0,1.5544772821915442,20,16,Afternoon,0,Medium
33,4.2,10.704672233867438,49,20,Evening,1,Jam
38,4.9,12.435540495461826,42,10,Morning,0,Jam
22,4.6,19.67253180709044,11,21,Night,1,Low
33,5.0,19.36448799328119,16,20,Evening,1,Low
22,4.8,6.176331704965016,21,23,Night,0,Medium
37,4.7,19.76188040923125,36,15,Afternoon,0,Jam
28,4.1,1.5523608800120052,20,22,Night,0,Medium
35,4.8,19.3634294817478,24,16,Afternoon,0,Medium
24,4.8,4.588898780684235,24,15,Afternoon,0,Medium
22,4.9,10.707286388619467,28,16,Afternoon,0,High
25,4.8,9.34806892352242,12,16,Afternoon,0,Low
22,4.8,4.65759746927107,17,10,Morning,0,Low
33,4.8,14.022253080995734,29,16,Afternoon,0,High
29,4.6,10.867258681531938,33,19,Evening,1,High
29,4.6,4.674174529063673,26,8,Morning,0,Medium
37,4.1,1.5203694817444924,33,11,Morning,1,High
38,4.7,6.290134677634678,36,20,Evening,1,Jam
28,5.0,16.849904095492146,28,19,Evening,1,High
38,4.6,9.074647672837386,16,17,Evening,0,Low
24,4.7,4.560783589287882,12,8,Morning,0,Low
33,4.8,7.683355299930858,27,9,Morning,0,High
22,4.7,12.237167878708906,21,11,Morning,1,Medium
30,4.4,12.20991796442754,38,23,Night,0,Jam
35,4.8,3.145067434621583,17,17,Evening,0,Low
37,4.5,3.064463855836048,27,23,Night,0,High
21,4.8,20.44292976252901,26,15,Afternoon,0,Medium
21,4.8,16.412254068472386,42,17,Evening,0,Jam
39,4.0,6.119692285952751,34,18,Evening,1,Jam
36,4.2,4.656788095043528,35,22,Night,0,Jam
35,4.5,12.46439009964234,20,13,Afternoon,1,Medium
37,4.2,9.363672588461588,34,18,Evening,1,Jam
39,3.7,20.50674159208073,34,11,Morning,1,Jam
24,4.7,12.116886186591207,11,11,Morning,1,Low
27,4.8,19.761110067713503,31,13,Afternoon,1,High
28,3.2,20.28539124305944,41,8,Morning,0,Jam
31,4.7,13.405500819757052,23,12,Afternoon,1,Medium
33,4.7,3.073787868356081,29,11,Morning,1,High
35,4.9,4.5442155211325375,27,15,Afternoon,0,High
37,4.1,4.663600819587713,34,17,Evening,0,Jam
33,4.8,3.063638579713009,25,22,Night,0,Medium
25,5.0,9.178605957041263,29,19,Evening,1,High
21,4.8,20.183481365845644,11,16,Afternoon,0,Low
32,4.9,1.5204319479995732,16,17,Evening,0,Low
38,4.5,10.587732954177016,18,9,Morning,0,Low
34,4.4,19.36254180430375,32,9,Morning,0,High
29,4.1,3.018663448352764,28,19,Evening,1,High
24,4.6,16.635223376952894,31,15,Afternoon,0,High
23,4.4,7.862668167410368,24,13,Afternoon,1,Medium
24,4.2,1.5545085595199724,26,19,Evening,1,Medium
37,4.6,17.13751702264012,26,15,Afternoon,0,Medium
23,4.8,6.217525604923989,30,22,Night,0,High
35,4.8,10.880951367270638,28,8,Morning,0,High
21,4.5,3.0295383085110155,29,10,Morning,0,High
38,4.7,5.958847028253512,26,21,Night,1,Medium
22,4.6,11.916757259074872,29,14,Afternoon,1,High
35,3.7,16.980990792659256,36,23,Night,0,Jam
33,4.7,9.263339961123108,33,14,Afternoon,1,High
34,4.7,10.867285240714288,23,12,Afternoon,1,Medium
35,4.9,16.82538340490043,19,16,Afternoon,0,Medium
33,4.7,17.07661742698182,26,23,Night,0,Medium
23,4.9,16.85224197264531,30,20,Evening,1,High
38,5.0,9.314908769970772,28,9,Morning,0,High
20,5.0,10.880364286277024,25,8,Morning,0,Medium
21,4.6,7.790439155314433,24,10,Morning,0,Medium
23,4.7,16.787820514671036,38,23,Night,0,Jam
36,4.7,7.761498257466512,28,14,Afternoon,1,High
34,4.6,6.0539915273682725,26,15,Afternoon,0,Medium
21,4.6,12.419724873245672,16,15,Afternoon,0,Low
27,5.0,7.761780026109035,25,19,Evening,1,Medium
32,4.9,7.546781220484632,24,9,Morning,0,Medium
30,4.4,3.145067434621583,35,13,Afternoon,1,Jam
22,4.6,9.176379825814594,19,12,Afternoon,1,Medium
32,4.9,10.867352908691045,24,9,Morning,0,Medium
20,4.5,1.5147937213890763,15,17,Evening,0,Low
26,4.8,13.829273672566568,37,8,Morning,0,Jam
29,4.6,13.631282080461435,24,11,Morning,1,Medium
34,4.7,6.20948521448279,16,13,Afternoon,1,Low
38,4.6,13.428485784085986,37,16,Afternoon,0,Jam
31,4.7,4.5281645804083706,26,19,Evening,1,Medium
35,4.9,16.852118690780152,41,16,Afternoon,0,Jam
32,4.7,1.520372837972029,26,19,Evening,1,Medium
32,4.7,11.00773476374462,26,10,Morning,0,Medium
22,4.2,1.5124736191444423,21,19,Evening,1,Medium
26,4.6,4.610365144356333,11,18,Evening,1,Low
29,4.6,13.970556078644558,24,16,Afternoon,0,Medium
38,4.9,8.938197833559254,29,19,Evening,1,High
39,4.3,12.09989696023008,47,13,Afternoon,1,Jam
38,4.6,17.098467518756365,26,18,Evening,1,Medium
22,4.9,6.0814407970077005,17,20,Evening,1,Low
37,4.9,13.631293132187954,24,15,Afternoon,0,Medium
29,5.0,19.97574121625775,17,15,Afternoon,0,Low
27,4.8,12.463937409088205,28,23,Night,0,High
29,4.9,1.510097125258773,11,10,Morning,0,Low
35,4.6,19.61757374444344,27,10,Morning,0,High
33,5.0,3.058573658857584,31,22,Night,0,High
32,4.7,13.407238587856549,27,16,Afternoon,0,High
33,3.8,13.971914787569208,37,17,Evening,0,Jam
34,4.9,3.0735433636637217,22,10,Morning,0,Medium
26,4.6,16.647924695166076,22,11,Morning,1,Medium
38,4.4,9.074836683459448,28,22,Night,0,High
20,4.8,4.610390241502114,19,14,Afternoon,1,Medium
22,4.1,14.021819246588471,36,16,Afternoon,0,Jam
35,4.7,11.916575580095856,23,19,Evening,1,Medium
27,4.1,1.5522470243425357,23,10,Morning,0,Medium
28,4.9,6.209259882042439,21,8,Morning,0,Medium
36,4.8,7.448626618603384,26,9,Morning,0,Medium
32,4.7,10.43324260995406,26,17,Evening,0,Medium
50,6.0,17213.9747052325,20,21,Night,1,Medium
36,4.3,13.582342704259936,38,11,Morning,1,Jam
36,4.7,3.108902919167669,28,14,Afternoon,1,High
23,4.9,6.037474189823589,28,8,Morning,0,High
28,5.0,13.409462339212707,49,21,Night,1,Jam
27,4.7,6.128551257918874,28,11,Morning,1,High
26,4.6,7.573429885020178,13,22,Night,0,Low
35,4.7,6.0376057117840665,44,9,Morning,0,Jam
24,4.5,3.0594028768205965,23,14,Afternoon,1,Medium
